f_wh,f_wmt,f_posh,f_posmt,length,num_prep, class
-22.275085,-17.797902,-26.831383,-26.906103,15,2,0
-74.005621,-41.827647,-11.127116,-11.092974,29,0,0
-106.257346,-94.265808,-15.664398,-16.801478,27,0,0
-36.557937,-18.060943,-10.084747,-9.596871,15,1,0
-6.827712,-8.139492,-6.125850,-5.909253,5,3,0
-34.578962,-33.936152,-20.113180,-19.593299,23,2,0
-42.732155,-24.575385,-25.494525,-25.687034,18,0,0
-36.608252,-47.540065,-31.544947,-29.260444,16,1,0
-206.067434,-337.503453,-33.541980,-32.335785,115,7,0
-38.931599,-13.439273,-14.887437,-15.309523,9,4,0
-40.889503,-36.309235,-26.935220,-26.690143,30,4,0
-19.115302,-14.102245,-26.129522,-25.327872,8,3,0
-63.771940,-45.536070,-15.864767,-16.386651,39,0,0
-15.501047,-14.790398,-17.943921,-18.164446,10,3,0
-45.105595,-17.173368,-18.767551,-18.391022,14,3,0
-27.507435,-11.833654,-79.936246,-72.572780,9,7,0
-78.709986,-33.199155,-37.085789,-37.992085,28,4,0
-21.695659,-13.172892,-9.113428,-8.766053,8,1,0
-26.993018,-19.324633,-27.861609,-27.816993,15,4,0
-31.240037,-22.006716,-17.563917,-17.500135,19,3,0
-91.876602,-139.519580,-11.968638,-11.884861,64,1,0
-31.046208,-25.842735,-26.309348,-26.187601,19,4,0
-30.808505,-34.955408,-59.916679,-59.669360,14,10,0
-16.377167,-11.562363,-22.109500,-20.628239,10,3,0
-45.269124,-42.860055,-39.335902,-39.074329,30,5,0
-24.580081,-21.644041,-5.499678,-5.811087,17,1,0
-20.901077,-16.536967,-13.879660,-12.761526,6,1,0
-49.145585,-19.059957,-15.205087,-14.891563,16,3,0
-33.601525,-17.467344,-16.060549,-15.859392,14,3,0
-176.412337,-70.275551,-68.935670,-69.948517,56,11,0
-18.456395,-12.526494,-13.417543,-13.544941,6,3,0
-23.493938,-20.459579,-21.564078,-21.385654,15,2,0
-26.384177,-11.128630,-25.516557,-25.977123,9,6,0
-16.538051,-22.004074,-13.063677,-13.003521,9,3,0
-17.126200,-15.877043,-20.013550,-19.445895,7,4,0
-116.550171,-51.866124,-11.686875,-11.384263,41,1,0
-42.777413,-19.550804,-5.233621,-5.157591,15,1,0
-8.855821,-8.334597,-19.828087,-19.528185,4,2,0
-61.141985,-31.328844,-24.170556,-26.048692,27,3,0
-22.342362,-10.250536,-21.437843,-21.451541,4,5,0
-27.305791,-17.787680,-33.866874,-34.154779,12,7,0
-48.163082,-18.544637,-21.160967,-20.744910,14,2,0
-64.906657,-40.819389,-27.011209,-26.737842,34,6,0
-27.686943,-20.295029,-33.860841,-34.544124,14,4,0
-30.772804,-18.743133,-25.095530,-24.285296,12,4,0
-44.597644,-24.574531,-40.359198,-41.786413,19,7,0
-19.110082,-12.487316,-4.022694,-4.473575,11,0,0
-38.715475,-31.342700,-29.518062,-28.469330,24,2,0
-39.243036,-49.775392,-63.747084,-59.264021,20,11,0
-36.227702,-26.223253,-20.556048,-18.734013,21,3,0
-18.077266,-6.495653,-11.969978,-12.076461,4,4,0
-22.634846,-8.909950,-23.784692,-23.585569,4,6,0
-36.190377,-23.851045,-16.911616,-17.257453,19,3,0
-17.381743,-10.994567,-28.553574,-28.640891,7,5,0
-62.947178,-39.052709,-59.324459,-58.895270,33,11,0
-13.111439,-7.653549,-46.936790,-46.646800,3,10,0
-64.810834,-30.937981,-11.959835,-12.208190,29,2,0
-39.513678,-17.829724,-20.312366,-20.611681,16,3,0
-27.134232,-10.257209,-25.409736,-25.263410,9,6,0
-77.334246,-32.727615,-25.284140,-25.746152,27,3,0
-28.710724,-23.293530,-15.100642,-15.775483,17,3,0
-65.067476,-23.554342,-34.623776,-34.123667,15,4,0
-15.035799,-8.449865,-30.998844,-26.180705,6,2,0
-39.007097,-32.069583,-9.179389,-9.229989,28,0,0
-48.301240,-64.983353,-8.834506,-9.991987,25,0,0
-71.322993,-40.027646,-7.849311,-8.417241,28,1,0
-35.489559,-77.920854,-33.186693,-32.675093,25,10,0
-45.794317,-76.475207,-40.624344,-39.172765,28,10,0
-30.497597,-20.772717,-23.311162,-23.622276,17,4,0
-87.573844,-57.321706,-6.620710,-6.641631,46,1,0
-57.474643,-38.081002,-35.019557,-34.705806,39,5,0
-19.520685,-13.284329,-25.307402,-26.005659,6,5,0
-95.817441,-142.096581,-22.044414,-20.732289,53,6,0
-23.135856,-16.264031,-23.492686,-22.514175,13,3,0
-84.101759,-63.245581,-5.168492,-4.757654,56,0,0
-25.972845,-35.529384,-16.032678,-14.854115,11,2,0
-26.136725,-17.288738,-11.671022,-11.949782,13,1,0
-34.434746,-18.107592,-36.814888,-35.739162,13,3,0
-17.410659,-25.875714,-24.819859,-23.758485,19,7,0
-40.014396,-71.443920,-33.845572,-32.553069,30,10,0
-7.871650,-6.501385,-7.197146,-7.421727,4,0,0
-15.750001,-12.297251,-8.638223,-8.234945,8,0,0
-193.104181,-110.169215,-15.976016,-16.182251,85,1,0
-15.908503,-14.400125,-3.648577,-3.569762,11,0,0
-77.478794,-28.136034,-24.467619,-23.381952,27,7,0
-20.213275,-11.720631,-13.752957,-13.680912,8,5,0
-60.085279,-29.656036,-34.602988,-33.751211,27,6,0
-35.378868,-23.638213,-85.086464,-79.468847,19,14,0
-55.249693,-30.436779,-56.533753,-55.449955,22,8,0
-57.334665,-36.307907,-33.151415,-31.623044,26,8,0
-46.524416,-35.201706,-9.097496,-9.588395,26,1,0
-40.452240,-21.020150,-11.616706,-12.098188,17,4,0
-130.763016,-60.303557,-9.429803,-8.432958,43,0,0
-61.115310,-27.848994,-48.444790,-47.662644,26,6,0
-31.873662,-10.509988,-29.673996,-29.424745,8,5,0
-58.685197,-26.763339,-10.334017,-9.965234,28,0,0
-22.196688,-33.560726,-14.310556,-13.764107,11,0,0
-41.322489,-27.098696,-15.609505,-15.368707,23,1,0
-42.830529,-42.433539,-14.615211,-14.197738,23,1,0
-75.561937,-36.883308,-20.679655,-20.561160,32,2,0
-23.067107,-17.056266,-18.473534,-18.061249,13,1,0
-14.321935,-9.026789,-43.521278,-41.255344,3,5,0
-32.627422,-16.117842,-44.470179,-44.010442,10,10,0
-68.653090,-52.253999,-39.935410,-39.531530,39,7,0
-21.696659,-13.947810,-23.231682,-23.932176,9,4,0
-80.956292,-45.727149,-8.325918,-8.688879,41,2,0
-58.580736,-78.909450,-14.586482,-14.966800,23,0,0
-33.403988,-28.859608,-18.798164,-19.004180,11,3,0
-125.056487,-62.028121,-46.254597,-45.742402,44,10,0
-25.993030,-17.476993,-6.211641,-6.052126,11,1,0
-22.335202,-12.054252,-8.680035,-9.008544,10,1,0
-90.989057,-57.587942,-18.882245,-17.935553,48,1,0
-26.215959,-10.403106,-21.961106,-23.086237,9,5,0
-22.696609,-21.670219,-27.412006,-26.448327,7,4,0
-41.338702,-24.592787,-7.897924,-7.361731,17,3,0
-51.496204,-58.050730,-7.698869,-7.969898,20,2,0
-22.414491,-9.863711,-20.396836,-20.405022,6,3,0
-23.967263,-14.056612,-13.614460,-13.705081,9,1,0
-27.210213,-27.639844,-28.886194,-29.029284,15,6,0
-22.291858,-12.229978,-17.019849,-15.696241,9,3,0
-36.132135,-27.256428,-6.706007,-6.714793,20,1,0
-62.593255,-31.632880,-38.421579,-37.884751,18,4,0
-85.372984,-27.524486,-21.184163,-20.487837,27,2,0
-50.243918,-67.843126,-17.559684,-18.716859,23,4,0
-16.675386,-10.681285,-40.381207,-40.499221,7,8,0
-39.079065,-20.829397,-8.135683,-7.783463,13,1,0
-17.514579,-14.037145,-13.623520,-14.320121,9,3,0
-71.011164,-50.223247,-56.096963,-55.106904,40,8,0
-27.171709,-16.566137,-18.821762,-19.258851,14,6,0
-38.924479,-26.513376,-30.405672,-29.150882,23,2,0
-40.193267,-26.417579,-19.686745,-19.071935,23,2,0
-32.405450,-27.400542,-36.488995,-35.881156,20,3,0
-17.800464,-29.375022,-20.779121,-20.064972,12,2,0
-25.337413,-21.993562,-14.175436,-14.573286,19,2,0
-27.012844,-13.825730,-7.594773,-7.422887,10,1,0
-71.051352,-37.911815,-59.219738,-59.393540,32,19,0
-124.636655,-66.268384,-8.291843,-8.323694,52,2,0
-117.263278,-197.890611,-42.276183,-39.796602,65,5,0
-24.573038,-13.557857,-40.624068,-42.943977,11,3,0
-79.461828,-33.766635,-8.426057,-6.407577,22,0,0
-28.758950,-25.912419,-9.309981,-9.628690,22,2,0
-30.582695,-18.911154,-6.228189,-5.580773,13,0,0
-21.286321,-17.690087,-24.516964,-24.897095,15,4,0
-34.202257,-29.919391,-23.240142,-22.536484,22,3,0
-69.948482,-37.181538,-40.838801,-39.354388,33,6,0
-38.924983,-34.563612,-18.872792,-19.816180,27,2,0
-31.315407,-15.417342,-24.879691,-21.098881,11,1,0
-41.169288,-32.642746,-38.401972,-36.186372,31,6,0
-42.677072,-34.364651,-37.479171,-35.572101,28,7,0
-44.562546,-26.843575,-10.604711,-10.556332,24,0,0
-14.191933,-34.240879,-12.826414,-13.289184,10,5,0
-51.106722,-39.375115,-16.608871,-16.435305,32,2,0
-17.840003,-8.320644,-8.251379,-7.858111,7,0,0
-73.487082,-41.764299,-34.629691,-34.055642,31,6,0
-14.401883,-24.451730,-47.243811,-48.391688,7,11,0
-27.808392,-48.685620,-85.533028,-83.886194,19,15,0
-33.137633,-21.258012,-5.985392,-5.560298,22,0,0
-86.417485,-34.321831,-12.933593,-12.591807,28,2,0
-49.917516,-24.988449,-28.851061,-30.611816,17,8,0
-60.031353,-87.312142,-15.010806,-14.241425,35,1,0
-58.485267,-58.249595,-20.484848,-20.590322,41,4,0
-19.155347,-11.541741,-12.378741,-12.367944,11,0,0
-61.237588,-24.378439,-42.644027,-43.600996,22,6,0
-20.147332,-11.562176,-9.737683,-9.342287,8,0,0
-31.257054,-27.616846,-21.349719,-21.277493,24,3,0
-47.785246,-24.416722,-12.080564,-12.517191,17,0,0
-49.086649,-23.301095,-7.431005,-7.363282,18,0,0
-48.434452,-26.869320,-20.020256,-20.255621,23,4,0
-12.204633,-7.814191,-24.504284,-25.500729,6,4,0
-14.939646,-14.104207,-23.047651,-23.045328,9,6,0
-44.134711,-24.718807,-41.693005,-43.616088,19,4,0
-161.545311,-65.592890,-10.975042,-10.238550,58,1,0
-17.030128,-22.162728,-30.812557,-30.113498,11,6,0
-89.746497,-37.445125,-8.994197,-9.366247,30,1,0
-7.064757,-10.196924,-25.478519,-25.829153,3,5,0
-5.738129,-5.669379,-20.664461,-19.942094,2,1,0
-38.225661,-20.730638,-11.634645,-11.519138,14,3,0
-17.031470,-9.503826,-15.883256,-16.574203,5,2,0
-16.712325,-9.024341,-38.791802,-37.352947,5,5,0
-25.875500,-23.529196,-26.330500,-25.887494,13,5,0
-88.701278,-75.170913,-20.037905,-19.350038,62,2,0
-14.531161,-14.384259,-14.089361,-14.248745,9,4,0
-80.657063,-33.456310,-45.529028,-45.506542,28,11,0
-111.890809,-40.587177,-68.504277,-66.403706,38,17,0
-16.247823,-17.450907,-36.465375,-34.387154,7,5,0
-16.551953,-21.109073,-27.854006,-27.473659,6,2,0
-28.678428,-11.482210,-25.136734,-26.243131,10,3,0
-9.827349,-5.754289,-23.170682,-21.709450,4,2,0
-27.134730,-25.435807,-11.076321,-9.994469,19,2,0
-41.027016,-28.095499,-20.227796,-20.184271,25,4,0
-32.014619,-16.654862,-34.688203,-34.175894,11,10,0
-14.433678,-10.197914,-2.803909,-2.994137,6,0,0
-34.745027,-24.773072,-29.822367,-29.417819,23,3,0
-33.339684,-24.392464,-28.079404,-26.903820,18,7,0
-122.837797,-51.070981,-23.259978,-23.444105,40,7,0
-25.243266,-15.505073,-113.047108,-115.531064,7,22,0
-33.178976,-32.031046,-39.926438,-38.385220,23,5,0
-31.282492,-13.687116,-46.787126,-46.414953,8,11,0
-29.370974,-28.691258,-30.209126,-28.898253,18,4,0
-40.391492,-39.905785,-27.650848,-26.784358,30,4,0
-66.440707,-42.133877,-30.715816,-29.462763,40,4,0
-53.046281,-77.995428,-19.570476,-18.644399,26,3,0
-86.657893,-44.451154,-8.478686,-8.095063,35,1,0
-129.530319,-75.708031,-23.548689,-22.352192,64,3,0
-22.598166,-19.883975,-25.848158,-24.536436,15,5,0
-46.441172,-18.157102,-17.508687,-16.435600,18,1,0
-9.273888,-6.463827,-12.395411,-11.978756,3,2,0
-32.798889,-37.544902,-53.004964,-49.647525,28,5,0
-95.724433,-41.863466,-5.273161,-5.371743,34,1,0
-33.984181,-52.260386,-32.035052,-30.947305,18,5,0
-35.652939,-17.672439,-9.324153,-8.911251,13,0,0
-48.825798,-37.133270,-11.936849,-11.572934,32,1,0
-58.725003,-38.189300,-20.099851,-19.121209,31,2,0
-31.607005,-27.438455,-37.011799,-37.359657,13,5,0
-31.852159,-22.258993,-10.257659,-10.385402,14,3,0
-22.587429,-11.101078,-6.922452,-6.973516,8,1,0
-135.836273,-115.096040,-25.883353,-27.339509,47,5,0
-109.744091,-50.900795,-32.145550,-33.081705,43,6,0
-37.353611,-29.458311,-33.679273,-33.671506,23,6,0
-26.396354,-13.153124,-11.597654,-11.737858,8,2,0
-38.234090,-20.227529,-14.038225,-14.156224,15,4,0
-19.554852,-10.921429,-15.137244,-15.069032,7,5,0
-27.216681,-19.052531,-29.381709,-29.235372,13,4,0
-51.713603,-35.043211,-17.248585,-16.938468,34,2,0
-54.897102,-31.058797,-37.392359,-36.323663,23,5,0
-21.962591,-16.505000,-5.111670,-4.866746,10,0,0
-44.358015,-19.852968,-17.270033,-16.895971,8,4,0
-17.046925,-7.609382,-23.433034,-20.408195,7,2,0
-57.236692,-28.901815,-18.158082,-19.354056,22,2,0
-28.672099,-17.362595,-24.885729,-24.289583,14,6,0
-59.961664,-26.487155,-9.345686,-9.685067,19,2,0
-58.527488,-31.619957,-26.678314,-26.692885,28,3,0
-86.131396,-51.054995,-25.294112,-24.884364,39,3,0
-24.914872,-11.902895,-43.041712,-40.633538,8,4,0
-36.112086,-50.638519,-17.829851,-17.064058,21,3,0
-120.858865,-115.523314,-16.588208,-16.230462,47,5,0
-81.183388,-31.387194,-21.411641,-22.250268,22,4,0
-23.917544,-45.576065,-50.890917,-53.718378,13,9,0
-77.130985,-36.370543,-5.773053,-5.996391,29,1,0
-20.924575,-10.426660,-16.537706,-15.916818,5,2,0
-11.956728,-19.032346,-7.941258,-8.410678,9,2,0
-29.043554,-10.214448,-16.149744,-16.243300,6,3,0
-25.686470,-19.425931,-24.099779,-25.193554,14,1,0
-71.020757,-43.602767,-27.219055,-27.708245,39,8,0
-114.339904,-154.652003,-12.779594,-12.578573,49,1,0
-58.638521,-33.882756,-21.619410,-21.615783,27,8,0
-57.735093,-41.777426,-7.341801,-7.502235,33,2,0
-22.269750,-18.770246,-15.386040,-15.509939,16,1,0
-19.332475,-12.480558,-6.617223,-6.753953,8,1,0
-30.409195,-16.659529,-42.638884,-43.254636,13,6,0
-34.885676,-62.456933,-16.207620,-15.579425,14,3,0
-22.764899,-12.138319,-9.535450,-9.288387,7,1,0
-18.572773,-13.594756,-26.411439,-26.748727,12,7,0
-49.883537,-41.335768,-22.633270,-21.725385,39,5,0
-55.657500,-25.074087,-46.419871,-45.566644,17,5,0
-26.140053,-16.907315,-25.581417,-25.194883,15,0,0
-18.362425,-9.077643,-14.194117,-14.081440,4,1,0
-57.051459,-56.938143,-22.809886,-23.842835,23,5,0
-23.977469,-13.605333,-12.318239,-11.929426,9,2,0
-28.113001,-21.351233,-8.373827,-7.676467,16,0,0
-58.346016,-18.142020,-16.427285,-16.786270,16,4,0
-25.560481,-11.445404,-25.823368,-24.032690,11,0,0
-8.833616,-5.499186,-6.998393,-7.458635,3,0,0
-160.464807,-74.371333,-8.453082,-8.276726,60,1,0
-55.535144,-32.495536,-47.488077,-44.890727,19,8,0
-80.167755,-51.921183,-17.231064,-16.997459,41,1,0
-90.319939,-77.342327,-19.555521,-18.487031,28,6,0
-41.949152,-24.673180,-25.799203,-26.380446,20,2,0
-84.020835,-37.003746,-12.902710,-13.567705,24,0,0
-28.807040,-10.473711,-12.563541,-11.214244,7,3,0
-21.268498,-21.094113,-8.569080,-9.216353,9,2,0
-50.082238,-25.022332,-28.148286,-27.622194,23,2,0
-61.963973,-32.963426,-38.838740,-38.597855,26,11,0
-76.949614,-47.292440,-23.469292,-22.848305,36,5,0
-34.248094,-27.758700,-17.498480,-16.972483,22,2,0
-37.217787,-22.422241,-34.420328,-34.783738,16,8,0
-30.834138,-16.828063,-24.378796,-24.085915,11,4,0
-84.565386,-59.617070,-16.793414,-14.591599,43,4,0
-69.864254,-27.522196,-32.602349,-31.996008,23,6,0
-18.225418,-8.525784,-47.810189,-47.991489,6,8,0
-37.476584,-17.748120,-8.181764,-8.831486,15,0,0
-125.545425,-157.876490,-6.800252,-6.598737,55,1,0
-92.003855,-46.081123,-21.397648,-22.378596,33,3,0
-22.578817,-24.650213,-42.323174,-43.012348,15,7,0
-37.548559,-27.631231,-27.297961,-28.871755,20,3,0
-72.578730,-41.740332,-5.375649,-5.195193,34,0,0
-57.535448,-43.822870,-14.689968,-14.270184,34,2,0
-17.362184,-6.473113,-67.640787,-65.351409,4,11,0
-23.766826,-12.422616,-30.387466,-31.118510,11,2,0
-28.999799,-19.292777,-9.557549,-9.227075,11,2,0
-37.131580,-33.291731,-13.497121,-13.438614,22,1,0
-30.338541,-17.052653,-39.832848,-38.379483,15,8,0
-56.226481,-102.939389,-40.796396,-40.998466,37,4,0
-24.211623,-12.114923,-48.838697,-47.413513,8,5,0
-51.868340,-26.214255,-18.245701,-18.798877,20,3,0
-26.220088,-15.763323,-17.555755,-16.466334,10,2,0
-26.013059,-14.539550,-19.573580,-19.521550,12,5,0
-42.718092,-38.459561,-35.093992,-35.826246,16,3,0
-57.291955,-48.759785,-9.767991,-9.178601,23,0,0
-47.677599,-23.376732,-19.916872,-19.757198,20,3,0
-47.818455,-30.433411,-20.396092,-19.212067,24,1,0
-43.572685,-47.415516,-19.776600,-18.662274,15,3,0
-11.561713,-7.111695,-39.128971,-39.047065,5,8,0
-86.353884,-89.864505,-14.882866,-12.926723,29,1,0
-45.072499,-26.666880,-21.555784,-21.223968,23,5,0
-29.119427,-21.489557,-49.486363,-48.510669,20,13,0
-61.939772,-67.755005,-18.085280,-16.702026,25,2,0
-76.075969,-63.036130,-13.885800,-13.394288,50,1,0
-31.383202,-21.753707,-19.712452,-17.082373,13,1,0
-126.381837,-48.475839,-26.796443,-27.121306,41,5,0
-19.656632,-14.326987,-29.253144,-28.229206,12,1,0
-14.830842,-8.633253,-13.841455,-14.340559,7,1,0
-43.143424,-21.491982,-22.034435,-19.912670,12,0,0
-45.764027,-27.774062,-21.355490,-21.822256,22,7,0
-16.488742,-10.159335,-36.755514,-39.079734,4,10,0
-122.697214,-70.765147,-10.987752,-10.534855,56,2,0
-35.833824,-51.892953,-19.351354,-19.701895,18,4,0
-142.468401,-74.406048,-36.689515,-36.448680,62,5,0
-33.267318,-27.414127,-14.860405,-15.210145,22,2,0
-46.138014,-38.573313,-21.446010,-21.215814,15,5,0
-30.345538,-55.789002,-39.696301,-36.528120,18,3,0
-18.738736,-23.974984,-13.843365,-13.805520,7,0,0
-81.241182,-52.429886,-11.404322,-11.320084,42,3,0
-31.593070,-17.371902,-56.746395,-55.199324,9,14,0
-30.918549,-15.691068,-10.965891,-10.830663,7,2,0
-15.891687,-10.947715,-17.007941,-16.660444,7,2,0
-37.553580,-20.104199,-15.158116,-16.316477,19,2,0
-82.003824,-64.685883,-19.481395,-19.450868,53,3,0
-96.616630,-39.377383,-19.650898,-19.496123,31,3,0
-77.746300,-32.657022,-20.613066,-19.807315,32,5,0
-82.078188,-55.681375,-28.561438,-27.358855,52,3,0
-140.463888,-45.674819,-21.251237,-20.729805,36,3,0
-28.306153,-16.866221,-19.481333,-19.837146,15,4,0
-79.144887,-105.877116,-27.079301,-25.954447,30,5,0
-70.411201,-97.665065,-19.755871,-19.896760,34,4,0
-8.853675,-5.716441,-15.495113,-14.208528,4,0,0
-53.350755,-27.579758,-21.751291,-21.407307,20,0,0
-41.308966,-16.422595,-7.719014,-8.852091,16,2,0
-31.911713,-12.395761,-7.317150,-6.983890,8,1,0
-49.629415,-57.721389,-40.178711,-38.707763,26,3,0
-37.339616,-37.638264,-29.140333,-29.517544,11,2,0
-28.377382,-12.327426,-50.775708,-50.575183,11,9,0
-37.158203,-23.160416,-8.654267,-8.911532,16,0,0
-31.412356,-13.827948,-36.265669,-36.285750,13,2,0
-48.726726,-36.282324,-45.498533,-44.454931,17,6,0
-31.330251,-40.647491,-29.324185,-29.915177,15,10,0
-22.596703,-18.505491,-12.611574,-12.656116,19,1,0
-32.995520,-18.608352,-24.664236,-23.405658,16,0,0
-80.116974,-39.200917,-23.910595,-25.686063,30,6,0
-83.846542,-101.190329,-31.196567,-31.108675,28,5,0
-61.643187,-114.072683,-11.244535,-11.335631,42,2,0
-51.262565,-59.342112,-18.441207,-18.536966,21,4,0
-46.818781,-21.203336,-21.743971,-21.691947,14,3,0
-74.721028,-55.774004,-23.103319,-23.448746,49,4,0
-74.556290,-48.681469,-44.774609,-45.846761,46,4,0
-55.374539,-67.085173,-6.455491,-5.939871,23,0,0
-64.117834,-49.065619,-34.478113,-35.761325,17,2,0
-13.109973,-9.327083,-38.329271,-38.917902,5,6,0
-72.618134,-37.064240,-13.991612,-14.501871,33,3,0
-82.003473,-51.568371,-13.425533,-14.171634,42,3,0
-89.286201,-32.343600,-25.972722,-25.516421,22,4,0
-31.173207,-23.478273,-11.298016,-11.678223,9,4,0
-274.687371,-92.471577,-13.356996,-13.070071,79,3,0
-44.220753,-23.580077,-9.206246,-9.552896,17,1,0
-46.188009,-58.296839,-39.258152,-38.011649,28,9,0
-7.849386,-4.046378,-10.903565,-10.386932,3,0,0
-20.596723,-14.169066,-21.731357,-21.579904,10,5,0
-32.195630,-33.352260,-34.024860,-35.094436,12,5,0
-41.167672,-52.506127,-15.700253,-15.659415,17,2,0
-23.673334,-11.248316,-7.545613,-7.559228,6,2,0
-26.272656,-24.987992,-23.521429,-24.187257,20,3,0
-6.899281,-13.070579,-39.413853,-39.370320,4,9,0
-27.400317,-21.986082,-11.050157,-11.050582,14,1,0
-17.416099,-10.807792,-24.598522,-23.858383,8,5,0
-48.107199,-30.824021,-14.833103,-15.057755,24,5,0
-53.113883,-25.353638,-18.652777,-18.993806,16,4,0
-20.365705,-25.976853,-29.435603,-29.495029,6,7,0
-52.334335,-67.162457,-21.391440,-22.122520,19,2,0
-61.391911,-38.180653,-7.159406,-7.241935,29,1,0
-78.042414,-98.604074,-25.996176,-28.434392,30,1,0
-96.651273,-90.043831,-25.762495,-23.604462,39,5,0
-58.981839,-39.399101,-28.808628,-28.284714,30,5,0
-21.745823,-16.951176,-23.674741,-24.435948,13,4,0
-94.724155,-89.728623,-56.078781,-53.202353,37,8,0
-31.280067,-19.729381,-21.329975,-21.615098,13,3,0
-51.274388,-30.727735,-29.875181,-29.035187,23,4,0
-31.727997,-22.731837,-20.798410,-20.564055,20,6,0
-15.854545,-11.523952,-12.962688,-13.435817,9,2,0
-19.609238,-13.734378,-19.747195,-20.996171,9,7,0
-72.465306,-42.342755,-16.017634,-16.805946,37,2,0
-49.396404,-41.050152,-16.144671,-15.210850,31,3,0
-50.036402,-83.406522,-34.200096,-36.816870,28,4,0
-103.312690,-48.677550,-17.632277,-17.980210,41,3,0
-23.940411,-15.853077,-4.347835,-4.231555,11,0,0
-21.627616,-10.612167,-29.634293,-29.152649,8,3,0
-62.441833,-24.543644,-41.684861,-40.948320,21,7,0
-36.781205,-20.909689,-22.686199,-22.139108,14,5,0
-44.785164,-25.545067,-40.889046,-39.569453,18,7,0
-41.442766,-16.364743,-27.451104,-26.706382,13,3,0
-42.477811,-31.723345,-19.097685,-19.017360,24,3,0
-13.800656,-21.871719,-16.042186,-16.291103,9,1,0
-75.549384,-28.668056,-3.684065,-3.684187,25,1,0
-54.240780,-52.597782,-11.216346,-11.970911,21,0,0
-20.252697,-9.239141,-13.756206,-13.097534,6,3,0
-42.540741,-27.198682,-16.530959,-15.487939,23,1,0
-14.358335,-8.914191,-22.690552,-20.419664,5,3,0
-31.208670,-16.945319,-10.018054,-9.310312,12,2,0
-27.211629,-19.140406,-42.414309,-43.292378,17,6,0
-16.838334,-19.640851,-11.028916,-11.167537,8,1,0
-53.967195,-30.341966,-24.687161,-23.718856,23,3,0
-35.590977,-14.948895,-11.818475,-11.360595,12,4,0
-38.649091,-57.137581,-27.311522,-26.856365,20,7,0
-25.206029,-10.840464,-24.701073,-24.228427,8,4,0
-12.489448,-7.397212,-21.345159,-21.539119,5,1,0
-95.325527,-36.813698,-30.607566,-28.157782,27,3,0
-56.401945,-43.915090,-14.209569,-14.052076,18,5,0
-37.917198,-34.665443,-15.644357,-15.640041,27,3,0
-41.308891,-34.477875,-21.972168,-22.387036,26,2,0
-26.395027,-13.357336,-10.488538,-9.453925,9,0,0
-24.502926,-6.868723,-30.131019,-30.064932,9,8,0
-15.844037,-12.404218,-11.528402,-11.618594,7,1,0
-11.912490,-9.891170,-19.309047,-19.772049,9,0,0
-58.444026,-24.060729,-15.092804,-14.103570,22,2,0
-36.670641,-62.861774,-5.008727,-4.598445,23,0,0
-4.621105,-5.971961,-3.772776,-3.629433,5,1,0
-54.390954,-42.725089,-20.443260,-20.396128,36,4,0
-31.831187,-28.427558,-36.587385,-37.518494,18,9,0
-17.018284,-11.859810,-52.397339,-51.720911,10,5,0
-89.084191,-41.282544,-23.695789,-23.304585,31,5,0
-32.163855,-20.011494,-30.944976,-30.847414,14,6,0
-102.454405,-51.117354,-12.510908,-13.096774,43,1,0
-23.497718,-15.180501,-34.223416,-34.269362,9,6,0
-56.153652,-28.216014,-11.182075,-10.753806,20,1,0
-49.762485,-39.490916,-13.041815,-12.277123,28,0,0
-20.815665,-13.732179,-9.928852,-9.384695,10,2,0
-56.787985,-29.159130,-13.025075,-12.863551,23,2,0
-50.673033,-28.696921,-51.364681,-49.485491,21,5,0
-62.926313,-25.318465,-31.481178,-30.403048,19,2,0
-153.761272,-68.999863,-40.594926,-40.368224,50,6,0
-21.866174,-21.388473,-22.606755,-22.004097,15,3,0
-23.492335,-17.203590,-13.679708,-14.074774,13,1,0
-114.398473,-58.728084,-6.291324,-7.599253,60,0,0
-43.279480,-73.645079,-12.705896,-11.914153,25,3,0
-22.208443,-19.072861,-22.179964,-23.250628,18,7,0
-52.045175,-15.908092,-16.821139,-18.263292,15,0,0
-97.226653,-54.691636,-10.334460,-10.037704,48,0,0
-44.827505,-24.559461,-13.277518,-12.800616,18,3,0
-94.781450,-41.562010,-30.943329,-31.485896,39,4,0
-25.993633,-14.783495,-26.439423,-24.110156,11,5,0
-25.330611,-24.668948,-16.800689,-16.521500,15,2,0
-8.387318,-8.519854,-9.026369,-8.685078,5,0,0
-31.294608,-11.950450,-25.296831,-25.270681,10,8,0
-16.194086,-11.732703,-41.979847,-39.964778,6,3,0
-29.157303,-14.954815,-59.588764,-58.702587,9,12,0
-39.879123,-14.239843,-27.695930,-27.776788,11,8,0
-56.647369,-25.690817,-28.488213,-27.212680,18,6,0
-25.537946,-18.588217,-52.648508,-52.080026,14,9,0
-66.243005,-35.018151,-22.571096,-23.617731,30,1,0
-23.860449,-15.243215,-30.535055,-30.900791,12,6,0
-22.864530,-26.065845,-9.530687,-8.616400,9,0,0
-24.617093,-12.346862,-42.720536,-43.009510,11,5,0
-24.362148,-14.618957,-12.256949,-11.972215,12,1,0
-54.092113,-35.389569,-12.885028,-12.234850,23,0,0
-14.473845,-9.164770,-61.760644,-61.453192,6,11,0
-29.231422,-14.564576,-20.998735,-20.263221,7,5,0
